unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1669889923, 0, 1512, 2105, 1583, 225, 5.62%, 0, 3, 6, 6596.93
1669889928, 0, 1520, 2109, 1582, 223, 5.62%, 0, 3, 6, 6585.40
1669889933, 0, 1534, 2114, 1584, 221, 5.62%, 0, 3, 6, 6558.67
1669889938, 0, 1544, 2120, 1585, 220, 5.64%, 0, 3, 6, 6594.36
1669889943, 0, 1544, 2129, 1594, 220, 5.65%, 0, 3, 6, 6608.30
1669889948, 0, 1556, 2165, 1628, 219, 5.65%, 0, 3, 6, 6574.12
1669889953, 0, 1571, 2179, 1637, 218, 5.70%, 0, 3, 6, 6616.85
1669889958, 0, 1587, 2189, 1644, 223, 5.72%, 0, 4, 7, 6629.08
1669889963, 0, 1607, 2196, 1647, 221, 5.73%, 0, 4, 7, 6648.39
1669889968, 0, 1620, 2212, 1659, 228, 5.77%, 0, 4, 7, 6638.34
1669889973, 0, 1625, 2212, 1656, 225, 5.77%, 0, 4, 7, 6608.04
1669889978, 0, 1629, 2220, 1663, 224, 5.77%, 0, 4, 7, 6619.56
1669889984, 0, 1659, 2231, 1669, 223, 5.79%, 0, 4, 7, 6578.47
1669889989, 0, 1682, 2237, 1667, 219, 5.80%, 0, 4, 7, 6651.41
1669889994, 0, 1693, 2255, 1682, 219, 5.80%, 0, 5, 7, 3137.56
1669889999, 0, 1696, 2261, 1686, 217, 5.80%, 0, 6, 7, 5458.98
1669890004, 0, 1699, 2266, 1690, 216, 5.80%, 0, 6, 7, 6452.99
1669890009, 0, 1718, 2271, 1690, 213, 5.80%, 0, 6, 7, 6572.80
1669890014, 0, 1735, 2276, 1691, 209, 5.80%, 0, 6, 7, 6686.67
1669890019, 0, 1752, 2280, 1692, 206, 5.80%, 0, 6, 7, 6603.85
1669890024, 0, 1770, 2282, 1690, 205, 5.80%, 0, 6, 7, 6602.00
1669890029, 0, 1779, 2286, 1691, 202, 5.80%, 0, 6, 7, 6651.24
1669890034, 0, 1781, 2302, 1706, 201, 5.81%, 0, 6, 7, 6656.98
1669890039, 0, 1792, 2307, 1706, 202, 5.81%, 0, 6, 7, 6640.83
1669890044, 0, 1799, 2311, 1705, 197, 5.82%, 0, 6, 7, 6652.31
1669890049, 0, 1801, 2321, 1713, 195, 5.82%, 0, 6, 7, 6669.08
1669890055, 0, 1802, 2332, 1723, 195, 5.83%, 0, 6, 7, 6653.99
1669890060, 0, 1806, 2339, 1729, 196, 5.83%, 0, 6, 7, 6517.56
1669890065, 0, 1807, 2344, 1733, 199, 5.85%, 0, 6, 7, 6421.61
1669890070, 0, 1810, 2354, 1740, 205, 5.88%, 0, 6, 7, 6340.78
1669890075, 0, 1814, 2361, 1744, 209, 5.90%, 0, 6, 7, 6275.57
1669890080, 0, 1815, 2376, 1758, 208, 5.92%, 0, 6, 7, 6190.84
1669890085, 0, 1820, 2378, 1758, 211, 5.92%, 0, 6, 7, 6277.88
1669890090, 0, 1821, 2383, 1762, 210, 5.92%, 0, 6, 7, 6050.11
1669890095, 0, 1824, 2393, 1771, 212, 5.93%, 0, 6, 7, 6154.23
1669890100, 0, 1824, 2398, 1776, 212, 5.93%, 0, 6, 7, 6418.22
1669890105, 0, 1832, 2401, 1776, 210, 5.93%, 0, 6, 7, 6260.30
1669890110, 0, 1841, 2409, 1782, 214, 5.96%, 0, 6, 7, 6297.79
1669890115, 0, 1842, 2414, 1786, 213, 5.96%, 0, 6, 7, 6440.22
1669890120, 0, 1844, 2416, 1786, 212, 5.97%, 0, 6, 7, 6444.84
1669890125, 0, 1848, 2416, 1782, 208, 5.97%, 0, 6, 7, 6406.36
1669890131, 0, 1851, 2416, 1779, 205, 5.97%, 0, 6, 7, 6396.88
1669890136, 0, 1854, 2416, 1776, 202, 5.97%, 0, 6, 7, 6375.68
1669890141, 0, 1870, 2422, 1780, 200, 5.98%, 0, 6, 7, 6575.91
1669890146, 0, 1873, 2427, 1783, 202, 6.00%, 0, 6, 7, 6687.04
1669890151, 0, 1883, 2430, 1782, 198, 6.00%, 0, 6, 7, 6630.92
1669890156, 0, 1888, 2434, 1785, 197, 6.00%, 0, 6, 7, 6588.03
1669890161, 0, 1898, 2444, 1794, 196, 6.00%, 0, 6, 7, 6572.27
1669890166, 0, 1915, 2447, 1792, 193, 6.00%, 0, 6, 7, 6611.63
1669890171, 0, 1924, 2451, 1788, 187, 6.00%, 0, 6, 7, 6611.25
1669890176, 0, 1941, 2455, 1786, 182, 6.00%, 0, 6, 7, 6612.58
